"CUSTOMER_ID","LAST","FIRST","STATE","REGION","SEX","PROFESSION","BUY_INSURANCE","AGE","HAS_CHILDREN","SALARY","N_OF_DEPENDENTS","CAR_OWNERSHIP","HOUSE_OWNERSHIP","TIME_AS_CUSTOMER","MARITAL_STATUS","LTV","LTV_BIN"
"CU5698","NOELIA","OROURKE","NY","NorthEast","F","IT Staff","No",74,1,59039,1,1,1,1,"WIDOWED",25659.75,"HIGH"
"CU12367","JOY","MATTHEWS","MN","West","F","Clerical","No",41,1,92255,3,1,1,4,"MARRIED",28163.75,"HIGH"
"CU1228","ZACHERY","CHILDRESS","NY","NorthEast","M","Administrative Assistant","No",39,1,64714,0,1,0,2,"SINGLE",16078.5,"MEDIUM"
"CU6620","NATISHA","HENRY","NY","NorthEast","F","PROF-5","No",51,0,61725,1,1,1,1,"DIVORCED",29031.25,"HIGH"
"CU14833","ERICH","LAND","CA","West","M","Waiter/Waitress","No",23,1,60405,3,1,1,3,"SINGLE",17901.25,"MEDIUM"
"CU7107","ISRAEL","BRANCH","CA","West","M","Nurse","No",63,1,67617,0,1,0,2,"SINGLE",19204.25,"MEDIUM"
"CU1861","DELORA","BEGAY","CA","West","F","IT Staff","No",56,1,67415,6,1,1,4,"WIDOWED",17453.75,"MEDIUM"
"CU11260","CHARLIE","STEWARD","NY","NorthEast","M","Programmer/Developer","No",23,0,59140,3,1,0,3,"SINGLE",12585,"LOW"
"CU11693","JANYCE","HUNTLEY","NY","NorthEast","F","Truck Driver","No",31,0,67598,5,1,1,5,"DIVORCED",22499.5,"HIGH"
"CU11143","BUSTER","BEATY","NY","NorthEast","M","Programmer/Developer","No",23,0,63463,3,1,1,3,"MARRIED",23665.75,"HIGH"
"CU10505","JEFFREY","LESLIE","MI","Midwest","M","Programmer/Developer","No",27,0,67794,3,1,0,3,"SINGLE",15148.5,"MEDIUM"
"CU11355","KENETH","RADFORD","NY","NorthEast","M","First-line Manager","No",32,0,72509,2,1,1,2,"DIVORCED",28327.25,"HIGH"
"CU14664","SASHA","MOSHER","NY","NorthEast","F","PROF-54","No",28,0,50175,1,1,1,1,"DIVORCED",23843.75,"HIGH"
"CU13245","MAEGAN","GROVE","MI","Midwest","F","PROF-14","No",31,1,60692,1,1,1,1,"DIVORCED",21773,"MEDIUM"
"CU12107","CHANG","VALENTIN","MI","Midwest","M","Sales Representative","No",27,0,61515,3,0,0,3,"SINGLE",13578.75,"LOW"
"CU9138","MAGALI","COVINGTON","CA","West","F","Administrator","No",51,1,67015,4,1,1,4,"DIVORCED",20853.75,"MEDIUM"
"CU5676","JOESPH","KESSLER","CA","West","M","Administrative Assistant","No",63,1,72385,2,1,0,2,"DIVORCED",16396.25,"MEDIUM"
"CU3921","HARVEY","LAU","CA","West","M","PROF-40","No",43,0,61460,1,1,1,1,"MARRIED",28165,"HIGH"
"CU6825","TAD","OGDEN","NY","NorthEast","M","Administrative Assistant","No",49,1,65742,0,1,0,2,"SINGLE",17335.5,"MEDIUM"
"CU6641","RYAN","MCKINNEY","NY","NorthEast","M","Administrative Assistant","No",24,0,67907,0,1,1,2,"SINGLE",30376.75,"VERY HIGH"
"CU10597","CODI","BLANCHARD","NV","Southwest","F","IT Staff","No",34,1,60151,1,1,1,1,"DIVORCED",21937.75,"MEDIUM"
"CU6928","VIOLETTE","CHRISTIANSEN","MS","South","F","PROF-13","No",36,1,58069,1,1,1,2,"DIVORCED",22117.25,"HIGH"
"CU12331","AL","FRANK","WA","West","M","Programmer/Developer","No",21,0,75415,3,1,0,3,"SINGLE",16453.75,"MEDIUM"
"CU544","BRET","SHULTZ","MI","Midwest","M","Administrative Assistant","No",0,0,70097,0,1,0,2,"SINGLE",0,"LOW"
"CU3569","DESMOND","HANKS","CA","West","M","Not specified","No",47,0,69003,1,1,1,1,"DIVORCED",30450.75,"VERY HIGH"
"CU4828","CLARISA","OROURKE","NY","NorthEast","F","Veterinarian","No",47,0,61914,1,1,1,1,"MARRIED",28678.5,"HIGH"
"CU12112","GERALDO","DUGAN","OH","Midwest","M","Veterinarian","No",26,1,62520,3,1,1,3,"SINGLE",18730,"MEDIUM"
"CU3003","TEDDY","GAY","NY","NorthEast","M","Programmer/Developer","No",21,1,63061,3,1,1,3,"MARRIED",18365.25,"MEDIUM"
"CU3421","WILBURN","SPAULDING","OR","West","M","Veterinarian","No",40,1,62277,1,1,2,4,"MARRIED",34569.25,"VERY HIGH"
"CU13562","MATT","PERRY","NY","NorthEast","M","Mason","No",28,0,60726,3,1,1,3,"SINGLE",23481.5,"HIGH"
"CU8726","DREW","VANCE","NY","NorthEast","M","Programmer/Developer","No",27,1,61628,3,1,0,3,"SINGLE",8607,"LOW"
"CU15798","BERT","VELAZQUEZ","UT","Southwest","M","PROF-17","No",17,0,60866,3,1,1,3,"SINGLE",22416.5,"HIGH"
"CU2880","DOTTY","RITCHIE","MI","Midwest","F","PROF-52","No",43,1,69326,1,1,2,4,"DIVORCED",36631.5,"VERY HIGH"
"CU14514","AMBROSE","ROPER","NY","NorthEast","M","PROF-12","No",64,1,62566,3,1,1,3,"MARRIED",22541.5,"HIGH"
"CU3040","JACOB","WILEY","NV","Southwest","M","Sales Representative","No",50,1,60674,0,1,0,2,"SINGLE",16168.5,"MEDIUM"
"CU6286","LUCIEN","GIFFORD","DC","NorthEast","M","Secretary","No",49,1,81059,1,1,1,1,"DIVORCED",28664.75,"HIGH"
"CU9024","JESSE","MORELAND","NY","NorthEast","M","Programmer/Developer","No",26,1,66248,3,1,1,3,"DIVORCED",19662,"MEDIUM"
"CU12515","CEDRIC","LILES","NY","NorthEast","M","Dentist","No",23,0,59015,3,1,1,3,"MARRIED",22553.75,"HIGH"
"CU14140","VERN","BARRERA","NY","NorthEast","M","Nurse","No",36,0,59948,1,1,1,1,"SINGLE",27087,"HIGH"
"CU1516","JOESPH","POOLE","CA","West","M","Sales Representative","No",0,0,66523,0,1,0,2,"SINGLE",0,"LOW"
"CU6927","DESHAWN","PEREIRA","NY","NorthEast","M","Nurse","No",34,0,76159,0,1,0,2,"SINGLE",23439.75,"HIGH"
"CU4758","DOMINGO","TANNER","MN","West","M","PROF-14","No",46,0,63778,1,1,1,4,"DIVORCED",30544.5,"VERY HIGH"
"CU13357","FAUSTINO","ALLISON","NV","Southwest","M","PROF-24","No",0,0,72725,0,1,0,2,"SINGLE",0,"LOW"
"CU14304","THEODORE","GALLEGOS","NY","NorthEast","M","Programmer/Developer","No",22,0,75233,3,0,0,3,"SINGLE",16508.25,"MEDIUM"
"CU8617","JESS","CURRAN","DC","NorthEast","M","Cashier","No",46,1,63760,1,1,2,1,"MARRIED",34040,"VERY HIGH"
"CU10339","STEPHENIE","FOLEY","FL","South","F","PROF-23","No",44,0,64128,1,1,1,1,"MARRIED",28932,"HIGH"
"CU3799","HOMER","KIRKLAND","MN","West","M","DBA","No",33,1,59435,1,1,1,1,"DIVORCED",21658.75,"MEDIUM"
"CU11886","ULYSSES","DOUGHERTY","NY","NorthEast","M","Nurse","No",22,0,60646,3,1,1,3,"SINGLE",22861.5,"HIGH"
"CU3935","DAHLIA","KILGORE","CA","West","F","PROF-16","No",44,0,68955,5,1,1,5,"MARRIED",24138.75,"HIGH"
"CU5700","SAMMIE","DICK","NY","NorthEast","M","Administrative Assistant","No",71,1,65713,0,1,0,2,"SINGLE",19528.25,"MEDIUM"
"CU5110","ARLIE","LEHMAN","MI","Midwest","M","PROF-65","No",28,1,60352,3,1,1,3,"DIVORCED",18388,"MEDIUM"
"CU3646","MCKINLEY","GILMORE","FL","South","M","Not specified","No",0,0,62688,0,1,0,2,"SINGLE",0,"LOW"
"CU14011","JAVIER","BUCKNER","DC","NorthEast","M","Cashier","No",45,0,79336,1,1,1,1,"MARRIED",32834,"VERY HIGH"
"CU1091","APRYL","DODGE","NY","NorthEast","F","Administrative Assistant","No",65,1,59819,5,1,1,5,"DIVORCED",18954.75,"MEDIUM"
"CU4843","CECIL","STONE","NV","Southwest","M","Not specified","No",29,1,70435,3,1,1,3,"MARRIED",21008.75,"MEDIUM"
"CU15839","HARLAN","SILVER","NY","NorthEast","M","Professor","No",22,0,56929,3,0,0,3,"SINGLE",11932.25,"LOW"
"CU13956","NEIL","CLEMENTS","NY","NorthEast","M","PROF-1","No",28,0,74323,1,1,1,1,"MARRIED",29880.75,"HIGH"
"CU4147","FLETCHER","DIETZ","WI","Midwest","M","Waiter/Waitress","No",23,0,61649,0,1,0,2,"SINGLE",18712.25,"MEDIUM"
"CU15889","EVERETTE","JENNINGS","UT","Southwest","M","First-line Manager","No",36,0,76984,1,1,1,1,"MARRIED",31346,"VERY HIGH"
"CU11850","EDGAR","WHEELER","OR","West","M","Programmer/Developer","No",28,0,59517,3,1,1,3,"SINGLE",23179.25,"HIGH"
"CU15161","TYRELL","PARHAM","CA","West","M","Programmer/Developer","No",22,0,71233,3,1,1,3,"SINGLE",25508.25,"HIGH"
"CU10784","MIKEL","CRANE","CA","West","M","Cashier","No",49,1,66675,1,1,1,1,"MARRIED",25068.75,"HIGH"
"CU1829","NATHANIEL","DONAHUE","DC","NorthEast","M","Cashier","No",49,1,65943,3,1,1,3,"DIVORCED",21885.75,"MEDIUM"
"CU9313","GENEVA","LI","MI","Midwest","F","PROF-34","No",28,0,60373,1,1,1,1,"DIVORCED",26393.25,"HIGH"
"CU13795","ABRAM","ESTRADA","NY","NorthEast","M","Fireman","No",28,0,67990,1,1,1,1,"MARRIED",28297.5,"HIGH"
"CU4985","JOANNA","BYRNE","NY","NorthEast","F","Professor","No",46,1,63970,1,1,1,1,"DIVORCED",24092.5,"HIGH"
"CU5643","WARNER","DICKSON","CA","West","M","PROF-15","No",61,1,62462,6,1,1,4,"DIVORCED",16715.5,"MEDIUM"
"CU12982","AARON","PARROTT","DC","NorthEast","M","School Teacher","No",37,0,85570,3,1,0,3,"SINGLE",20592.5,"MEDIUM"
"CU7187","MILLARD","DICKENS","CA","West","M","Nurse","No",27,0,58036,0,1,0,2,"SINGLE",18209,"MEDIUM"
"CU2245","COLUMBUS","BROOKS","NY","NorthEast","M","Programmer/Developer","No",25,1,59099,3,1,1,3,"DIVORCED",17774.75,"MEDIUM"
"CU4140","LAWRENCE","GUNTER","MI","Midwest","M","PROF-39","No",34,1,61815,3,1,0,3,"SINGLE",9353.75,"LOW"
"CU14470","DANIKA","DOTY","MI","Midwest","F","Lab Technician","No",50,1,55493,1,1,1,1,"MARRIED",22373.25,"HIGH"
"CU12070","ELMER","VICK","MI","Midwest","M","PROF-26","No",23,1,64527,3,1,1,3,"SINGLE",18931.75,"MEDIUM"
"CU7079","DARRICK","SANDERSON","MO","Midwest","M","Nurse","No",46,0,66946,0,1,0,2,"SINGLE",22336.5,"HIGH"
"CU2235","WILLIS","TIDWELL","NY","NorthEast","M","PROF-36","No",25,1,63842,0,1,0,2,"SINGLE",14460.5,"MEDIUM"
"CU6469","DESHAWN","DOW","CA","West","M","Construction Laborer","No",25,0,66360,0,1,0,2,"SINGLE",20090,"MEDIUM"
"CU6293","FRANCIS","BRITTON","IL","Midwest","M","PROF-20","No",34,0,60570,0,1,0,2,"SINGLE",19542.5,"MEDIUM"
"CU7028","DORTHA","OJEDA","NY","NorthEast","F","Veterinarian","No",25,1,62519,5,1,1,5,"DIVORCED",15629.75,"MEDIUM"
"CU5248","MILES","MCKINNON","CA","West","M","IT Staff","No",0,0,64483,0,1,0,2,"SINGLE",0,"LOW"
"CU4143","RIKKI","FOWLER","NY","NorthEast","F","Administrator","No",64,1,59768,1,1,1,1,"WIDOWED",24842,"HIGH"
"CU998","TESSIE","COATES","CO","West","F","Clerical","No",49,1,71464,3,1,1,4,"DIVORCED",23766,"HIGH"
"CU8169","ALVARO","ADAMS","NY","NorthEast","M","Publisher","No",49,0,74091,1,1,1,1,"MARRIED",31922.75,"VERY HIGH"
"CU4344","OLIVE","BEARDEN","NY","NorthEast","F","DBA","No",49,1,70326,1,1,1,1,"WIDOWED",25981.5,"HIGH"
"CU13503","EMILE","FRANKS","NY","NorthEast","M","Programmer/Developer","No",29,1,70926,3,1,0,3,"SINGLE",11131.5,"LOW"
"CU15886","ELISABETH","MERCHANT","UT","Southwest","F","Technical Writer","No",37,0,57767,1,1,1,1,"MARRIED",26641.75,"HIGH"
"CU289","WINDY","CABRERA","WA","West","F","IT Staff","No",0,1,57340,1,1,1,1,"DIVORCED",0,"LOW"
"CU11683","DANIAL","ZIEGLER","NY","NorthEast","M","Programmer/Developer","No",19,0,60150,3,1,0,3,"SINGLE",12437.5,"LOW"
"CU6523","MILO","PAGE","MI","Midwest","M","School Teacher","No",47,1,73935,3,1,1,3,"MARRIED",23683.75,"HIGH"
"CU5246","SAM","BRANCH","CA","West","M","Veterinarian","No",35,1,63304,1,1,1,1,"MARRIED",22826,"HIGH"
"CU14806","SONNY","ARTHUR","MI","Midwest","M","Author","No",66,0,68004,3,1,1,3,"MARRIED",29101,"HIGH"
"CU5442","VITO","SLADE","CA","West","M","PROF-33","No",33,0,58297,2,1,1,2,"MARRIED",24874.25,"HIGH"
"CU9544","KERRIE","RIDER","MO","Midwest","F","Programmer/Developer","No",29,0,74398,5,1,0,5,"SINGLE",13999.5,"LOW"
"CU12451","CHAS","LUCAS","NV","Southwest","M","Nurse","No",29,0,61262,2,0,0,2,"SINGLE",15215.5,"MEDIUM"
"CU14068","DUSTY","MITCHELL","CA","West","M","PROF-4","No",24,0,70937,3,1,1,3,"SINGLE",25634.25,"HIGH"
"CU2620","STEPHEN","QUEEN","MI","Midwest","F","Technical Writer","No",49,0,67163,1,1,1,1,"MARRIED",30190.75,"VERY HIGH"
"CU10813","ELLYN","DREW","MI","Midwest","F","First-line Manager","No",26,0,59688,5,1,1,5,"MARRIED",20022,"MEDIUM"
"CU15198","ASHLIE","MCALLISTER","CA","West","F","Waiter/Waitress","No",33,1,69813,4,1,2,4,"MARRIED",29753.25,"HIGH"
"CU2713","AURELIA","BLAND","CA","West","F","Not specified","No",44,1,45774,0,1,1,2,"MARRIED",21843.5,"MEDIUM"
"CU1134","ALLIE","PRYOR","NY","NorthEast","F","PROF-13","No",32,1,62359,1,1,1,4,"DIVORCED",23789.75,"HIGH"
"CU13508","TRUMAN","PRADO","NY","NorthEast","M","Programmer/Developer","No",32,0,61102,0,0,0,2,"SINGLE",19475.5,"MEDIUM"
"CU6769","WAYNE","ACKER","IL","Midwest","M","Fireman","No",54,0,66090,3,1,1,3,"SINGLE",27422.5,"HIGH"
"CU7416","CARL","DARBY","CA","West","F","DBA","No",47,0,65412,1,1,1,1,"DIVORCED",29553,"HIGH"
"CU2604","MADGE","HILLS","NY","NorthEast","F","Lab Technician","No",26,0,58200,3,1,1,4,"MARRIED",23150,"HIGH"
"CU5065","MICAH","CORBIN","NY","NorthEast","M","School Teacher","No",52,1,84910,5,1,1,5,"DIVORCED",23927.5,"HIGH"
"CU2313","MORA","PIERCE","NY","NorthEast","F","IT Staff","No",46,1,66930,3,1,1,4,"OTHER",22332.5,"HIGH"
"CU14770","WILMER","REAGAN","NY","NorthEast","M","First-line Manager","No",25,0,73401,1,1,1,1,"MARRIED",29350.25,"HIGH"
"CU13889","VINITA","WERNER","OR","West","F","Clerical","No",43,0,88816,1,1,1,1,"MARRIED",35004,"VERY HIGH"
"CU9437","BARRETT","JORDAN","CA","West","M","PROF-13","No",46,1,68105,1,1,1,1,"MARRIED",25126.25,"HIGH"
"CU13802","WARD","SHIPLEY","CA","West","M","Dentist","Yes",32,1,69357,3,1,1,3,"DIVORCED",21039.25,"MEDIUM"
"CU15049","ALFONSO","LANKFORD","FL","South","M","PROF-8","Yes",53,1,64514,5,1,1,5,"DIVORCED",18928.5,"MEDIUM"
"CU15087","RUSSELL","ELDER","NY","NorthEast","M","Veterinarian","Yes",21,1,61242,3,1,1,3,"SINGLE",17910.5,"MEDIUM"
"CU10303","DONG","HOYT","CA","West","M","Lab Technician","Yes",33,1,63131,1,1,2,1,"DIVORCED",32582.75,"VERY HIGH"
"CU6950","DEANNA","MARIN","DC","NorthEast","F","IT Staff","Yes",27,1,56504,1,1,1,1,"DIVORCED",20326,"MEDIUM"
"CU8084","LEEANNA","GUINN","MI","Midwest","F","IT Staff","Yes",38,1,66604,1,1,1,1,"MARRIED",23951,"HIGH"
"CU12786","EMORY","PARRISH","NC","South","M","Programmer/Developer","Yes",24,0,64804,3,1,1,3,"SINGLE",24101,"HIGH"
"CU11391","JEREMIAH","MCCLOUD","NY","NorthEast","M","Programmer/Developer","Yes",24,0,62070,3,1,1,3,"SINGLE",23417.5,"HIGH"
"CU14874","REGINE","VALENTIN","MI","Midwest","F","First-line Manager","Yes",54,1,64432,1,1,1,1,"DIVORCED",25008,"HIGH"
"CU4441","CATALINA","RIOS","MI","Midwest","F","PROF-6","Yes",35,1,58000,3,1,1,4,"DIVORCED",19000,"MEDIUM"
"CU1750","MARILEE","MAYS","CA","West","F","PROF-15","Yes",58,0,62640,1,1,1,1,"DIVORCED",29960,"HIGH"
"CU13533","FREDDY","PAYNE","NY","NorthEast","M","Programmer/Developer","Yes",21,0,59867,3,1,0,3,"SINGLE",12566.75,"LOW"
"CU5318","TYREE","DIEHL","MI","Midwest","M","Plumber","Yes",43,0,58393,3,1,1,3,"MARRIED",24398.25,"HIGH"
"CU1494","WARNER","MARINO","NY","NorthEast","M","Not specified","Yes",34,1,58012,1,1,1,4,"DIVORCED",22903,"HIGH"
"CU11412","JEWELL","FONTENOT","FL","South","M","Programmer/Developer","Yes",21,0,64738,3,1,0,3,"SINGLE",13784.5,"LOW"
"CU2977","GOLDIE","MORAN","DC","NorthEast","F","Truck Driver","Yes",36,1,59893,3,1,1,4,"DIVORCED",19573.25,"MEDIUM"
"CU10728","REID","PRADO","NY","NorthEast","M","Childcare Worker","Yes",32,0,64581,1,1,1,1,"MARRIED",27845.25,"HIGH"
"CU8369","ELLIS","CHOI","NC","South","M","Programmer/Developer","Yes",20,0,64589,3,1,0,3,"SINGLE",13647.25,"LOW"
"CU1937","JAMAL","ATWOOD","NY","NorthEast","M","PROF-20","Yes",26,0,64000,3,1,1,3,"MARRIED",24100,"HIGH"
"CU13368","BOYCE","LEMONS","NY","NorthEast","M","Sales Representative","Yes",22,0,73216,3,1,1,3,"MARRIED",26004,"HIGH"
"CU2685","TOBI","STEPHENSON","CA","West","F","IT Staff","Yes",55,1,67355,1,1,1,1,"DIVORCED",25838.75,"HIGH"
"CU10536","CLINT","GALLEGOS","UT","Southwest","M","PROF-46","Yes",34,0,68374,3,1,1,3,"DIVORCED",25993.5,"HIGH"
"CU5303","NUBIA","HAMBY","NY","NorthEast","F","Clerical","Yes",50,1,80967,1,1,1,1,"WIDOWED",28741.75,"HIGH"
"CU8235","SPENCER","FARRIS","NY","NorthEast","M","PROF-16","Yes",42,0,59334,1,1,1,1,"MARRIED",27533.5,"HIGH"
"CU1941","REBA","HAND","NV","Southwest","F","Waiter/Waitress","Yes",55,1,72642,1,1,1,1,"MARRIED",27160.5,"HIGH"
"CU3379","DEANDRE","WINN","NY","NorthEast","M","PROF-8","Yes",51,1,69094,1,1,1,1,"WIDOWED",25873.5,"HIGH"
"CU6953","MADALYN","MAJOR","UT","Southwest","F","Veterinarian","Yes",33,1,64769,1,1,1,4,"DIVORCED",24492.25,"HIGH"
"CU3818","MARIELA","BRYSON","NY","NorthEast","F","PROF-31","Yes",47,1,68197,1,1,1,1,"DIVORCED",25249.25,"HIGH"
"CU7700","GWENDOLYN","MELVIN","NY","NorthEast","F","Lab Technician","Yes",39,1,57185,5,1,1,5,"DIVORCED",15696.25,"MEDIUM"
"CU15509","DION","HELMS","IL","Midwest","M","Programmer/Developer","Yes",21,0,67791,3,1,0,3,"SINGLE",14547.75,"MEDIUM"
"CU3894","HERMAN","MCNALLY","NY","NorthEast","M","PROF-16","Yes",51,1,90725,1,1,1,1,"WIDOWED",31281.25,"VERY HIGH"
"CU8867","ENOCH","HIGH","IL","Midwest","M","Programmer/Developer","Yes",22,1,63597,3,1,1,3,"SINGLE",18599.25,"MEDIUM"
"CU14704","LIONEL","WILCOX","CA","West","M","Programmer/Developer","Yes",27,0,59710,3,1,0,3,"SINGLE",13127.5,"LOW"
"CU4955","SILVA","DODSON","NY","NorthEast","F","PROF-55","Yes",49,1,58892,2,1,1,2,"DIVORCED",21623,"MEDIUM"
"CU12535","RALEIGH","NIXON","NY","NorthEast","M","Programmer/Developer","Yes",22,0,59086,3,1,0,3,"SINGLE",12471.5,"LOW"
"CU13302","FREEMAN","LYNCH","NC","South","M","Sales Representative","Yes",37,0,65950,3,1,1,4,"MARRIED",26187.5,"HIGH"
"CU4645","TAWNYA","RIDLEY","NY","NorthEast","F","PROF-21","Yes",49,1,61064,1,1,1,4,"DIVORCED",25166,"HIGH"
"CU14951","DICK","CLIFTON","WI","Midwest","M","Programmer/Developer","Yes",25,1,61217,3,1,0,3,"SINGLE",8304.25,"LOW"
"CU1591","MARYBELLE","DELGADO","CA","West","F","IT Staff","Yes",69,1,62229,2,1,1,2,"WIDOWED",24457.25,"HIGH"
"CU396","MARIO","HICKEY","CA","West","F","IT Staff","Yes",53,0,68194,1,1,1,1,"OTHER",30848.5,"VERY HIGH"
"CU2107","MAISHA","HULL","MI","Midwest","F","Lab Technician","Yes",53,0,69487,1,1,1,1,"MARRIED",31171.75,"VERY HIGH"
"CU6327","MARYETTA","NOVAK","FL","South","F","Not specified","Yes",34,1,61738,5,1,2,5,"MARRIED",26334.5,"HIGH"
"CU3066","FRED","ERNST","DC","NorthEast","M","IT Staff","Yes",42,1,81173,1,1,2,4,"DIVORCED",39493.25,"VERY HIGH"
"CU11539","FLOYD","BRYSON","MI","Midwest","M","Childcare Worker","Yes",30,0,66494,1,1,0,1,"SINGLE",18123.5,"MEDIUM"
"CU8723","MICHAEL","MANN","NY","NorthEast","M","DBA","Yes",31,1,60832,1,1,1,1,"DIVORCED",21808,"MEDIUM"
"CU13831","HORACIO","GROVES","CA","West","M","Medical Doctor","Yes",45,0,62637,3,1,1,3,"MARRIED",25659.25,"HIGH"
"CU9453","FELTON","COMER","MI","Midwest","M","Administrator","Yes",28,0,75869,4,1,1,4,"DIVORCED",25767.25,"HIGH"
"CU6242","CRAIG","SEWELL","MI","Midwest","M","IT Staff","Yes",47,1,61948,0,1,1,4,"MARRIED",27187,"HIGH"
"CU15131","VIRGILIO","RIVERS","NY","NorthEast","M","Programmer/Developer","Yes",22,0,61369,3,1,0,3,"SINGLE",13042.25,"LOW"
"CU8395","LAI","STEVENSON","NY","NorthEast","F","PROF-10","Yes",25,1,64206,1,1,1,1,"DIVORCED",22051.5,"HIGH"
"CU14554","HECTOR","PULLIAM","NY","NorthEast","M","Programmer/Developer","Yes",28,1,60398,3,1,2,3,"MARRIED",28399.5,"HIGH"
"CU5630","CASSANDRA","LORD","NY","NorthEast","F","PROF-17","Yes",29,1,65130,1,1,0,4,"MARRIED",14182.5,"MEDIUM"
"CU2473","LORELEI","OAKES","MI","Midwest","F","PROF-14","Yes",44,1,64998,5,1,1,5,"DIVORCED",18149.5,"MEDIUM"
"CU878","GORDON","TOBIN","CA","West","M","Programmer/Developer","Yes",24,1,64032,3,1,1,3,"SINGLE",18908,"MEDIUM"
"CU10148","LYNWOOD","HARTMAN","NC","South","M","Veterinarian","Yes",21,1,63947,3,1,1,3,"SINGLE",18586.75,"MEDIUM"
"CU14606","CLYDE","WALLS","NY","NorthEast","M","Programmer/Developer","Yes",34,1,66382,3,1,1,3,"SINGLE",20495.5,"MEDIUM"
"CU4224","GEORGIANNA","GUZMAN","NY","NorthEast","F","IT Staff","Yes",53,1,56480,1,1,1,1,"DIVORCED",22920,"HIGH"
"CU3006","GARFIELD","JACOB","MN","West","M","Administrator","Yes",44,1,64209,0,1,0,2,"SINGLE",16452.25,"MEDIUM"
"CU4643","DUSTY","WILLEY","CA","West","M","PROF-2","Yes",40,0,64019,0,1,1,2,"DIVORCED",31004.75,"VERY HIGH"
"CU8478","SHERWOOD","VALENTINE","CA","West","M","PROF-1","No",44,0,64627,0,0,0,2,"SINGLE",21556.75,"MEDIUM"
"CU14974","JERAMY","STJOHN","MI","Midwest","M","PROF-51","No",24,0,63837,3,1,1,3,"MARRIED",23859.25,"HIGH"
"CU2100","TERINA","MATTHEWS","NY","NorthEast","F","PROF-5","No",27,1,58309,1,1,1,1,"DIVORCED",20777.25,"MEDIUM"
"CU10653","WARNER","GALLEGOS","MI","Midwest","M","Sales Representative","No",23,1,65464,3,1,1,3,"MARRIED",19166,"MEDIUM"
"CU945","WENDI","HO","NY","NorthEast","F","PROF-9","No",65,1,73662,1,1,1,1,"DIVORCED",28415.5,"HIGH"
"CU4641","MITCHELL","CORCORAN","NY","NorthEast","M","Nurse","No",73,0,61071,0,1,0,2,"SINGLE",23567.75,"HIGH"
"CU11429","ERIC","RAMIREZ","MN","West","M","Waiter/Waitress","No",29,0,58585,3,1,1,3,"MARRIED",23046.25,"HIGH"
"CU13737","LEONARDO","MCGRATH","CA","West","M","Cashier","No",31,0,65511,1,1,1,1,"MARRIED",27977.75,"HIGH"
"CU7218","JOANIE","PERKINS","NY","NorthEast","F","Truck Driver","No",49,1,61348,3,1,1,4,"DIVORCED",21237,"MEDIUM"
"CU3243","CAMERON","MOTT","NY","NorthEast","M","PROF-7","No",39,1,62845,3,1,1,3,"DIVORCED",20111.25,"MEDIUM"
"CU1600","RUBEN","ALFORD","NY","NorthEast","M","Fireman","No",51,0,66711,0,1,1,2,"DIVORCED",32777.75,"VERY HIGH"
"CU4983","JACKIE","GILCHRIST","CA","West","M","PROF-20","No",33,1,64047,3,1,1,3,"MARRIED",19811.75,"MEDIUM"
"CU12603","RACHELL","COBURN","MI","Midwest","F","IT Staff","No",78,1,55957,1,1,1,4,"DIVORCED",26789.25,"HIGH"
"CU2320","JUDE","OTTO","CA","West","M","Nurse","No",48,1,68477,0,1,1,2,"DIVORCED",27919.25,"HIGH"
"CU7522","ANTOINE","HUDDLESTON","MN","West","M","Programmer/Developer","No",21,0,60786,3,1,0,3,"SINGLE",12796.5,"LOW"
"CU7949","DAREN","GIBBS","NY","NorthEast","M","Nurse","No",45,0,60849,0,0,0,2,"SINGLE",20712.25,"MEDIUM"
"CU10044","LEONIE","TRAYLOR","DC","NorthEast","F","IT Staff","No",56,1,64744,2,1,1,2,"OTHER",23786,"HIGH"
"CU4395","KANDIS","HOLMAN","MI","Midwest","F","PROF-33","No",35,1,66038,5,1,1,5,"MARRIED",17509.5,"MEDIUM"
"CU5739","ALVA","ROBINSON","CA","West","M","Construction Laborer","No",64,1,67016,0,1,0,2,"SINGLE",19154,"MEDIUM"
"CU10856","SUNNI","CONNER","NY","NorthEast","F","Bank Teller","No",42,1,70195,3,1,1,4,"DIVORCED",22748.75,"HIGH"
"CU4171","DONNIE","MYLES","CA","West","F","IT Staff","No",55,1,59628,3,1,1,4,"WIDOWED",21407,"MEDIUM"
"CU6965","PRINCE","MCCLELLAN","NY","NorthEast","M","Nurse","No",47,0,69728,0,1,0,2,"SINGLE",23132,"HIGH"
"CU10831","ALBERTA","DIAZ","FL","South","F","PROF-54","No",26,1,96667,1,1,1,1,"MARRIED",30266.75,"VERY HIGH"
"CU12641","RUSSELL","HUYNH","MS","South","M","PROF-3","No",55,0,55367,3,1,1,3,"MARRIED",24841.75,"HIGH"
"CU9461","DOUGLAS","VELAZQUEZ","IL","Midwest","M","Programmer/Developer","No",26,1,70077,3,0,0,3,"SINGLE",10619.25,"LOW"
"CU8831","JAY","HATTON","MI","Midwest","M","Cashier","No",42,0,63127,5,1,1,5,"DIVORCED",22481.75,"HIGH"
"CU13263","ETHAN","DOYLE","CA","West","M","Programmer/Developer","No",53,0,62116,2,1,1,2,"SINGLE",27829,"HIGH"
